dataset,query,duplicates
gossipcop,15865937290567289959,15865937290567289959 15865941741227412599 15942709042588369007 16825458760271544958 16825458760271544958 2567801439661066568 16825458760271544958 17036383086813054230 17772676173946653731 15560668950975364324 15560668950975364324 11258673431689007998 10379759083772981729 16825458760271544958 15071530684253932030 2209054972541141743 16825458760271544958 17022567887469774560 4521192894035526615 16825458760271544958 4517372961876888979 7254678685702594669 10918495418547228039 15451041636947442726 18427214080681058914 15451041636947442726
gossipcop,15172024139998963027,5799230346844450393 3538108108989976465 15172024139998963027 2591467700904700530 14470872842843188947 16825458760271544958 14569646257193627744 12151777574527406168 16825458760271544958 10266360068879585008 14383783590320976673 5893053309870533177 12334126769023645546 2735885518718214497 11811195644250019740 9430291365886104667 1197636938262514931 9929001522235423104 823401259250526516 12972952604810699896 16825458760271544958 4734747703619797402 15526236543466682226 16837352722103736294 11376040580071406870 12712711406493175081 14614615967879836516
gossipcop,2202410436530510361,2685354141258757936 5741510734837609618 6049914513677080971 16825458760271544958 16433563934229462523 15246425973565175845 18376183003158793387 168838699433772392 1534660804005787803 14253425005273633450 1211371640277987717 8024407448713138298 6216838630146245074 16825458760271544958 3049912118114593443 6638657592274696551 9105144268579110111 10358370617522615894 10918495418547228039 11685743213684523574 13458603277235927309 7203295236465374310 14661064124772892419 8965108527283269129 26740407174841685 1926808856983260963
gossipcop,15901568145300841338,268101461818671085 16825458760271544958 16825458760271544958 14660182090236466680 10918495418547228039 13523799418557038678 3028852845193262236 2849573316783788101 8687025724353255603 16002841293082661604 16418736865112470713 12799029659175792669 11760049100335694940 7105733128097799883 11989160507864667403 26740407174841685 9930253439580455631 2886742895033710925 3602995841905869788 4867557866901171412 1981701382219538837 16958105265682128555 13980486367961159145 168838699433772392 14614615967879836516 4373427018384951271 3253858538222803985
gossipcop,5087196131790155516,5087196131790155516 13313210015308894301 8763769823918085922 12362479880244892429 13034803533407438543 11865036685329494877 11685225859244072650 402326468725588415 8657730282076249359 17451289760836206813 16825458760271544958 8588748093897330744 5141402837991998589 3069900809185309274 179997446384735128 6898781199783971151 16825458760271544958 15607514956095928324 9341320615026495332 1430597301798118404 3775713799682284551 2398358605748540228 2637904628291698464 16825458760271544958
gossipcop,7819152835905470657,7819152835905470657 2120618018207699790 18128374557069878657 5333775161953354076 972191248415725006 14871216830009425920 5680802531819545432 16825458760271544958 15623882957888377889 16498966424508444002 14528244628474704450 10016956714961971844 15920201531735114468 16825458760271544958 16051546485464546159 13180238636591699865 14361161975528966250 8377583739822296883 16825458760271544958 16825458760271544958 14133115056731035760 6488617058650362144 16825458760271544958 16825458760271544958 1914579980814375856 16825458760271544958
gossipcop,2213822501918701982,2213822501918701982 14183116789565919441 16825458760271544958 1132255901257615438 6020974875711769023 19875524675683269 3676785277628230907 12928294876304999195 9278887680290499918 26740407174841685 16825458760271544958 730217615064640799 2805024257206279436 2613394199522191365 4377578293145912290 16974712786183842377 16825458760271544958 12324315248932850699 14418457578310744416 1458826606652072307 3298512532801906422 2541889396311722224 15192264247010978714 11674260473678669976 16825458760271544958
gossipcop,16047353652891427980,16047353652891427980 8065131132003617446 15626095373044089761 12680222915873172613 16825458760271544958 1492266911669132987 16825458760271544958 8298054474653445300 16825458760271544958 16825458760271544958 4524749744710356357 3646999811239254283 11916129709161095921 6245480760879665710 5389232098165082185 4672622932055734571 960905962177130026 13335434726357973868 16825458760271544958 16825458760271544958 9061270237061444876 5926828752157297290 16825458760271544958 16833979396385970875 16825458760271544958
gossipcop,16219907172690193242,16219907172690193242 16825458760271544958 2748363266449723244 16825458760271544958 16787025838852811448 1862858737418133331 14360845906152701575 16825458760271544958 10407274725893851987 12728590782168288437 6602699020904829820 3301806843195621306 3826455786146824451 17815404033596493642 8623372582104664734 14147945682669513997 16577231294737450761 9808409176543871804 4328154408987496540 14537222808407151857 2917089663957559954 12708545740706382188 13221235490839324030 18073933184361741242 8550445108552810063 10438544687050321965 8151649922949938570
gossipcop,5648658146191420933,5648658146191420933 4533871610124008419 11463345189009212949 13121595375820286406 16825458760271544958 15560668950975364324 16083945767876041887 10108767397459864299 8980802807317667927 1444472233818108700 4431622338855180639 16825458760271544958 16825458760271544958 16825458760271544958 8251181892836142335 4200271213135969632 16825458760271544958 14199311947974584077 16825458760271544958 16825458760271544958 12988953672456541372 15687284094972475504 13273748137218711915 2109733132781658375
gossipcop,12750214500536713635,15775438750249273612 12750214500536713635 4826649136375850491 4806793361291353710 4048160728789199708 16825458760271544958 3478377903442153982 16183894934800791939 17340632754451175019 16636502267779759066 5141402837991998589 10210662309893893329 15336201531785620021 16825458760271544958 16825458760271544958 718909295655583395 13980486367961159145 8711096664023004309 597862754471142406 6935551275484787552 12824591133720601820 6073079918369597142 11446739884238823757 16147519443493862104 16825458760271544958 9758839545039225347 5089040501270317970 7891230143619707642
gossipcop,11232422200316793449,11232422200316793449 16124703453068306609 15646940059702414625 14234279812164268425 9495408569338818194 16907278759704844772 9199197726485752170 15619751680022643271 7964358356603594852 3668208643625069922 7128648805927099194 16825458760271544958 12180341452259873539 16825458760271544958 4617635073210015874 16438718205546846842 7418908492406905444 9337692501765021200 5654083175252971000 12126642670531599572 16825458760271544958
gossipcop,1256091430107336348,1256091430107336348 16825458760271544958 12273859894975417596 13945509595860181029 16825458760271544958 18091182429449071935 6055282393963161192 16825458760271544958 2830606842099957300 16825458760271544958 4259975195751473904 18357776387193785491 16825458760271544958 16825458760271544958 1869895767826693 16825458760271544958 15972911363045044293 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 135848426859675226 4623988507451596692 16825458760271544958
gossipcop,6645983683872635211,6645983683872635211 6645983546433682763 6647267501132853579 15560668950975364324 6803181738789748071 7984409207823833251 8240080698487935866 12520523163452855538 12520523163452855538 12572731655531739162 10109153735945150859 9226406716240069489 17640198041057934763 3497469590614233439 17057680584798250932 16825458760271544958 5293539541660935538 17758427561068013246 8083072600918720640 9408578345800452071 13980253733289306361 16825458760271544958 8240080698487935866 914632226483773962 13179500314878618884 16825458760271544958 15483423994565272696
gossipcop,10952804735896664713,6567678279722994844 7741165610791135411 4533792960249859424 11513295532920512734 9050215708400591500 3506884766958677193 12272237668359590315 4577081516690739819 905557144287122947 1107022513843351179 17898797307434282399 6352684630451036315 3506883736167573961 12995601015144164461 14380856207088774694 4901235246479734959 13265864383010148763 13378805642811819428 12719928472648840575 10419800824420771078 9638289193961202794 12927515526306694473 5494397770367078577 7739628919785685010 14563957451085741534 12166261518820580987 17566996784817967492
gossipcop,11782403538252663832,11782403538252663832 14073498290463128932 15962948782603083297 18407687292167205647 11813335853360294825 11782403538252663832 17745033722009803810 2567801439661066568 39589014369444105 17559830447475041025 16825458760271544958 1221859314696850 15467469507072052871 7202566988918186505 16067296035960544388 4387122965303459817 17192245378819409498 16825458760271544958 14882399363849368583 12745545717022315402 16825458760271544958 9270277591464674689 13385776335047698131 11273498017136235144 16825458760271544958 12523071935455068736 1955138622308954628
gossipcop,16541089349524294762,16265243567756519560 17375257070610631451 5162537130608185766 16541089349524294762 10634188001456983704 3860207909012102016 2855608139886691100 11509394339588124558 14177065889163856186 831234252984501281 7157234239554342161 5587104759546302543 10241564445005073789 16825458760271544958 16825458760271544958 4289722872172580965 16696191814362607048 11705102361975351353 6056070838508915794 9345668819458560933 7309218453866486476 14340994262225897061 12177318099132243651 5370296284479922311 16825458760271544958 16825458760271544958 8196651393247822799
